location_id,Location,Temp_mes,Temp_Unit
,Oliveirinha,Celsius,6.61
LOC-7966,Vinica,Celsius,16.97
LOC-1534,Wilmington,Fahrenheit,41.65
LOC-9004,Vitomarci,Celsius,40.29
LOC-1802,Nakhon Luang,Celsius,34.89
LOC-7104,Krzeszów,Fahrenheit,-20.2
LOC-6232,Canoinhas,Fahrenheit,-12.01
LOC-5446,Casa Nova,Celsius,-6.29
LOC-0168,Stříbro,Fahrenheit,-9.29
LOC-6696,Kitahiroshima,Kelvin,37.57
LOC-4555,Boyany,Fahrenheit,36.95
LOC-2983,Apucarana,Kelvin,38.97
LOC-1426,Xudat,Kelvin,-22.4
LOC-2090,Basel,Fahrenheit,47.03
LOC-2863,Hancheng,Celsius,17.59
LOC-5604,General Levalle,Kelvin,3.01
LOC-5039,Wonopringgo,Kelvin,-40.03
LOC-8363,Pedro Carbo,Kelvin,-47.94
LOC-4502,Mogi das Cruzes,Celsius,-12.04
LOC-7167,Yimamu,Kelvin,-27.71
LOC-1871,,Celsius,
LOC-5764,Anticala,Kelvin,-2.97
LOC-4445,Hengli,Fahrenheit,-7.92
LOC-7524,Akriní,,-4.14
LOC-5978,,Kelvin,-30.1
LOC-0393,Si’en,Fahrenheit,-37.82
LOC-5090,Đạ Tẻh,Celsius,30.94
LOC-8057,Kui Buri,Celsius,-6.55
LOC-9436,Springfield,Kelvin,49.98
LOC-7238,Velyka Lepetykha,Kelvin,-23.31
LOC-6401,Mata de São João,Celsius,-36.15
LOC-6623,Chociwel,Celsius,-22.47
LOC-7698,Vykhino-Zhulebino,Fahrenheit,45.8
LOC-9274,Shiqiao,Kelvin,-33.57
LOC-3642,Koror,Celsius,13.1
LOC-9872,Piraí do Sul,Celsius,-9.05
LOC-5619,,Kelvin,3.06
LOC-0977,Sumberrejo,Fahrenheit,-31.08
LOC-7144,Al Mughayyir,Fahrenheit,23.68
LOC-8657,Valky,Fahrenheit,-47.5
LOC-2249,Gupakan,Fahrenheit,-4.59
LOC-8959,Santa Rita,Celsius,-49.59
LOC-0158,Klatakan,Fahrenheit,-34.73
LOC-3597,Reshetnikovo,Kelvin,-43.88
LOC-8659,Ḩammām Damt,Celsius,22.16
LOC-3351,Oslo,Fahrenheit,-4.77
LOC-4088,Yuktae-dong,Fahrenheit,47.49
LOC-6957,Hongyi,Celsius,45.88
LOC-4568,Pajapita,Fahrenheit,43.96
LOC-1028,Tāfuna,Fahrenheit,-12.88
LOC-8696,Dulovo,Celsius,-4.1
LOC-0277,Unquillo,Kelvin,36.83
LOC-7102,Menggala,Celsius,-4.09
LOC-1049,Malešići,Fahrenheit,7.22
LOC-0500,Ţahţā,Fahrenheit,-44.08
LOC-1892,Butahai,Kelvin,31.34
LOC-2352,Okazaki,Celsius,32.4
LOC-3219,,Celsius,-43.17
LOC-0284,Beraim,Kelvin,-12.32
LOC-5769,Zhudian,Fahrenheit,49.0
LOC-7636,Pará de Minas,Kelvin,-18.95
LOC-7593,Zhouxi,Kelvin,-44.49
,Kampungbaru,Kelvin,3.16
LOC-0894,Kansas City,Kelvin,14.06
LOC-7652,Tangyu,Fahrenheit,
LOC-6015,Nayoro,Fahrenheit,46.2
,Khueang Nai,Fahrenheit,-4.05
LOC-9304,,Fahrenheit,-44.22
LOC-3256,,Celsius,-21.89
LOC-6999,Hongwŏn,Kelvin,-21.46
LOC-0665,Lysekil,Fahrenheit,
LOC-6095,Masons Bay,Kelvin,36.62
LOC-8368,Nkwerre,Kelvin,49.27
LOC-3563,Betim,Kelvin,8.09
LOC-7095,Ludwin,Kelvin,28.29
LOC-4803,Askaniya Nova,Fahrenheit,-45.58
LOC-4194,Sagara,Celsius,0.98
LOC-8245,Santa Paz,Kelvin,-44.58
LOC-5762,Berezanka,,25.68
LOC-4246,El Coco,Kelvin,-1.91
LOC-8406,Köln,Celsius,-13.98
LOC-1125,Don Tan,Celsius,
LOC-9304,Wujiashan,Fahrenheit,-1.75
LOC-9003,Pivovarikha,Fahrenheit,
LOC-0031,Tyrawa Wołoska,Celsius,-37.54
LOC-5809,Aquin,Celsius,31.14
LOC-5381,Shuijiang,Celsius,26.43
LOC-0590,Sanligang,Fahrenheit,15.76
LOC-3552,Montbéliard,Fahrenheit,-20.98
LOC-9737,Alīābad,Fahrenheit,-3.88
LOC-0260,Sumusţā as Sulţānī,Fahrenheit,39.85
LOC-8320,Alfta,Fahrenheit,-24.18
LOC-0362,Ciepielów,Kelvin,-7.97
LOC-3722,Gojō,Fahrenheit,-46.86
LOC-9028,Yūki,Fahrenheit,26.56
,Áno Kómi,Celsius,-15.41
LOC-7055,Wuling,Fahrenheit,40.24
LOC-6493,Bāmyān,Kelvin,-15.41
LOC-5148,Nanhe,Celsius,-19.6
LOC-2509,Bouças,Celsius,25.91
LOC-4817,Cho-airong,Kelvin,36.52
LOC-5131,Tiannan,Kelvin,9.21
LOC-6621,Sepahua,Fahrenheit,29.1
LOC-6015,Granadero Baigorria,Celsius,-13.39
LOC-2101,Surazh,Kelvin,17.51
LOC-2544,Benhao,Kelvin,-22.75
,Guzhu,Fahrenheit,0.22
LOC-1228,Hebian,Fahrenheit,-0.85
LOC-0063,San Miguel,Celsius,-36.11
LOC-4650,Watuagung,Kelvin,-31.13
LOC-5334,Wensu,Fahrenheit,4.4
LOC-1323,Ambatondrazaka,Kelvin,-16.9
LOC-8134,Panambi,Celsius,30.09
LOC-3598,Rikitgaib,,32.7
LOC-1783,Llaillay,Kelvin,37.15
LOC-0145,Dandai,Fahrenheit,-39.89
LOC-1650,,Fahrenheit,-36.96
LOC-2391,Tromsø,Celsius,-11.08
LOC-3917,Orléans,Fahrenheit,6.6
LOC-2627,Alor Setar,Kelvin,39.27
LOC-6058,Yekaterinovka,Kelvin,43.02
LOC-6455,Koesan,Celsius,18.13
LOC-5092,Ouahigouya,Celsius,41.83
LOC-1359,Fengqiao,Celsius,17.85
LOC-3616,Caparrapí,Kelvin,-30.51
LOC-3584,Sanbao,Kelvin,-29.48
LOC-6505,Kanshi,Celsius,-26.5
LOC-9782,,Kelvin,-2.75
LOC-3975,Dūkštas,Kelvin,19.5
LOC-5592,Cerro Punta,Kelvin,-26.6
LOC-3903,Guicheng,Kelvin,-16.66
LOC-3019,Agbor,Kelvin,-47.67
LOC-7479,Huliao,Celsius,39.73
LOC-2385,Cibatu,Kelvin,-10.89
LOC-8639,Rosignol,Celsius,-4.59
LOC-7789,Wojcieszków,Celsius,-2.14
LOC-0946,Mbaké,Kelvin,-36.45
LOC-3640,Arboga,Fahrenheit,33.13
LOC-7847,Brejoeira,Celsius,
LOC-1811,Aráchova,Celsius,-48.26
LOC-3169,Fojo,Kelvin,-34.86
LOC-8885,San Felipe,Kelvin,5.23
LOC-4199,Alapayevsk,,3.49
LOC-3624,Lokorae,Kelvin,-30.44
LOC-7580,Dongning,Kelvin,-42.83
LOC-0632,Ceranów,Celsius,11.15
LOC-5102,Bürenhayrhan,Kelvin,18.48
LOC-7414,Igcocolo,Celsius,45.57
LOC-8945,Changshengqiao,Fahrenheit,-26.59
LOC-5424,Taganskiy,Fahrenheit,-28.67
LOC-9652,Mariatana,Fahrenheit,46.16
LOC-9128,Anshan,,7.48
LOC-2356,Bilice,Kelvin,
LOC-7851,Dajing,Fahrenheit,14.53
LOC-9336,Pilang,Kelvin,-17.08
LOC-6338,Vila Verde,Fahrenheit,6.77
LOC-6024,Wenshui,Celsius,40.32
LOC-4684,Dalang,Fahrenheit,9.72
LOC-7819,Austin,Kelvin,36.15
LOC-1283,Nor Yerznka,Kelvin,35.77
LOC-9797,Duzhenwan,Celsius,-13.6
LOC-0327,Sophia Antipolis,Fahrenheit,
LOC-9988,Golubac,Fahrenheit,-24.59
LOC-7185,Claresholm,Fahrenheit,-31.63
LOC-9556,Qīrah,Fahrenheit,-41.0
LOC-2830,Prachatice,Kelvin,-47.51
LOC-3888,Xinxing,Kelvin,-45.38
LOC-3186,San Agustin,Fahrenheit,-14.6
LOC-1601,Roissy Charles-de-Gaulle,Celsius,-6.51
LOC-1308,Bojonegoro,Celsius,-30.66
LOC-4603,Sorochuco,Celsius,-19.45
LOC-3589,Kayakent,Celsius,-10.61
LOC-5849,Eqbālīyeh,Fahrenheit,25.0
LOC-7142,Margahayu,Celsius,-26.05
LOC-3944,Charleston,Fahrenheit,-47.68
LOC-1499,Fale old settlement,Celsius,31.73
LOC-3305,Capâo Bonito,Kelvin,13.25
LOC-9939,Tsalgar,Fahrenheit,-17.84
LOC-4364,Gromadka,Fahrenheit,
LOC-7180,Poniklá,Kelvin,30.57
LOC-8561,Krmelín,Fahrenheit,18.08
LOC-1188,Duut,Kelvin,48.61
LOC-0425,Tuwa,,-22.36
LOC-2831,Ditsaan,Kelvin,47.7
,Dachnoye,,28.88
LOC-5803,Xiaojiezi,Kelvin,
LOC-2106,Châteauroux,Fahrenheit,41.89
LOC-8327,Saynshand,Celsius,-37.16
LOC-9034,Cuozheqiangma,Kelvin,-15.07
LOC-1271,La Tola,Kelvin,44.25
LOC-4896,Longyearbyen,Fahrenheit,-3.42
LOC-7715,Owode,Celsius,10.77
LOC-7798,Rio de Janeiro,Celsius,22.64
LOC-9075,Puan Selatan,Celsius,
LOC-2164,Farkaždin,Celsius,
,Itapaci,Fahrenheit,-46.66
LOC-9987,Jagodnjak,Fahrenheit,7.23
LOC-5712,Bom Jesus da Lapa,Fahrenheit,29.51
LOC-4166,Täby,Kelvin,3.53
LOC-4321,Ḩabīl al Jabr,,-14.11
LOC-1391,Quince Mil,Kelvin,-49.43
LOC-4694,Zhanghua,Kelvin,-14.63
LOC-2406,San Lorenzo,Fahrenheit,14.93
LOC-9724,Redinha,Fahrenheit,-24.73
LOC-4752,Sakhipur,Kelvin,8.25
LOC-8205,Polanica-Zdrój,Celsius,18.69
LOC-1873,El Vigía,Celsius,-12.23
LOC-4106,Bentar Girang,Fahrenheit,
LOC-5254,Xinwo,Celsius,
,Falköping,Celsius,-22.05
LOC-4897,Lentisqueira,Kelvin,10.51
LOC-9109,Chynów,Celsius,
LOC-2488,Siaton,Celsius,5.99
LOC-1171,Kafr ad Dawwār,Celsius,31.73
LOC-5905,Novyy Nekouz,Kelvin,22.1
LOC-9161,Jatisari,Celsius,-28.39
LOC-5382,Sundbyberg,Kelvin,-32.89
LOC-5814,Phichit,Celsius,43.11
LOC-6478,Brudzew,Fahrenheit,-21.91
LOC-6527,Jambu,Celsius,11.18
LOC-9238,Cicurug,Celsius,49.21
LOC-0447,Waikambila,Celsius,-3.37
LOC-9022,Muyudian,Fahrenheit,20.33
LOC-7858,São Julião do Tojal,Fahrenheit,45.83
LOC-1363,Caraballeda,Celsius,-15.43
LOC-8160,Zhangping,Kelvin,-18.96
LOC-3918,Xiyang,Fahrenheit,-28.9
LOC-9129,Presidente Epitácio,Celsius,-39.32
LOC-6856,Xin’an,Kelvin,-9.18
LOC-7100,Dongxin,Celsius,10.76
LOC-8159,Yên Mỹ,,-24.23
,Red Hill,Kelvin,-16.06
LOC-5066,Piedrancha,Kelvin,29.66
LOC-6092,Biaokou,Celsius,-26.94
LOC-1891,Agrelo,Celsius,-46.19
,Rosso,Kelvin,-44.58
LOC-5021,Kalmar,Fahrenheit,-32.64
LOC-9303,Birendranagar,Celsius,
LOC-2459,Deqing,Celsius,13.06
LOC-3268,Hengjie,Fahrenheit,4.69
LOC-2819,Jati,Kelvin,-36.22
LOC-2760,Fayzabad,Kelvin,
LOC-8846,Cidadap,Kelvin,30.11
,Alamar,Celsius,13.47
LOC-6007,Boa Vista,Fahrenheit,-3.44
LOC-1144,,Fahrenheit,3.17
LOC-2477,Lidong,Kelvin,5.89
LOC-4557,Guanzhuang,Kelvin,
LOC-1253,Novi Pazar,,30.06
LOC-5701,Nizhniy Kislyay,Fahrenheit,30.81
,Ampelókipoi,Kelvin,
LOC-5520,Ningtang,Fahrenheit,-16.99
LOC-0397,Hampang,Kelvin,29.34
LOC-5486,Heping,Kelvin,34.5
LOC-2560,Golčův Jeníkov,Kelvin,32.67
LOC-2452,Sapataria,Kelvin,-5.92
LOC-6269,Lamego,Fahrenheit,47.82
LOC-7719,Bolilao,Celsius,-20.69
LOC-7713,Tangxi,Celsius,49.45
LOC-8756,Swinford,Celsius,-41.26
LOC-8484,Kertasari,Fahrenheit,-2.76
LOC-3819,Kiruna,Fahrenheit,8.02
LOC-7164,El Kef,Fahrenheit,47.27
LOC-1217,Yuzhou,Celsius,28.27
LOC-9891,Zephyrhills,Kelvin,-11.41
LOC-7027,Sandviken,Celsius,25.23
LOC-2666,,Fahrenheit,10.28
LOC-2611,Rogów,Celsius,-46.57
LOC-1720,Hampton,Celsius,-13.1
LOC-7975,Oujiangcha,Fahrenheit,22.56
LOC-2986,Shangyanzhuang,Celsius,-49.86
LOC-2108,Śliwice,Kelvin,-45.67
LOC-4356,North Shore,Celsius,35.01
LOC-3845,Futaleufú,Fahrenheit,-11.2
LOC-1111,Juliaca,Fahrenheit,45.03
LOC-1687,Eha Amufu,Kelvin,48.15
LOC-4742,Lynchburg,Celsius,19.1
LOC-0557,Kayanza,Kelvin,-18.21
LOC-5105,Vimieiro,Celsius,23.03
LOC-2650,Bom Conselho,Celsius,-42.86
LOC-6030,Ansermanuevo,Celsius,-49.51
,Zibreira,Fahrenheit,33.91
LOC-8631,Tucuran,Kelvin,-49.46
LOC-2376,Lazaro Cardenas,Fahrenheit,-16.52
LOC-1959,Velenje,Fahrenheit,27.12
LOC-1846,Częstochowa,Fahrenheit,-24.04
LOC-2746,Wanhu,Fahrenheit,-5.75
LOC-0709,Aleksandrovskiy Zavod,Fahrenheit,-8.42
LOC-0815,,Kelvin,2.57
LOC-4194,,Kelvin,8.67
LOC-9546,Shahrak,Celsius,41.3
LOC-2350,Muquiyauyo,Fahrenheit,
LOC-0325,Guadalupe Victoria,Celsius,44.86
LOC-1207,Jāsim,,46.87
LOC-5498,,Fahrenheit,-5.9
LOC-8786,Maubasa,Kelvin,-2.63
LOC-1081,Tanjiaqiao,,41.94
,Mabini,Celsius,28.62
LOC-0572,Jibu Hulangtu,Fahrenheit,23.01
LOC-8660,Eksjö,Celsius,4.74
LOC-7062,Ḩajjah,Kelvin,21.15
LOC-2309,Los Juríes,Kelvin,30.68
LOC-4775,,Kelvin,6.95
LOC-1898,Datong,Celsius,-31.23
LOC-7495,Changzheng,Fahrenheit,
LOC-8225,Landim,Fahrenheit,5.97
LOC-4103,Yeniköy,Celsius,-30.61
LOC-3588,Sơn Tịnh,Celsius,31.52
LOC-9906,Luče,Kelvin,13.33
LOC-4589,Kuching,Celsius,34.07
LOC-5143,Muara Sabak,Kelvin,-35.08
LOC-7996,Hronov,Celsius,-24.48
LOC-6136,Nanyi,Fahrenheit,28.47
LOC-4079,,Fahrenheit,39.39
LOC-2922,Noşratābād,Kelvin,26.43
LOC-0226,,Fahrenheit,32.08
LOC-0862,Manyana,Celsius,39.97
LOC-3331,Lijiazui,Kelvin,32.73
LOC-0505,Argivai,Celsius,9.98
LOC-4975,Mondlo,Fahrenheit,-10.38
LOC-6892,Kanbe,Kelvin,-22.91
LOC-9548,Sukahening,Fahrenheit,-9.42
LOC-6681,Dulce Nombre,Kelvin,18.43
LOC-1305,Bahe,Kelvin,-32.69
LOC-9081,Florianópolis,Kelvin,-38.45
LOC-8944,Batangafo,Celsius,7.15
LOC-5331,Chocos,Kelvin,-28.23
LOC-8432,Porto Ferreira,Celsius,36.19
LOC-5556,Bakov nad Jizerou,Celsius,24.8
LOC-6331,Slovenj Gradec,Celsius,-33.77
LOC-6603,Buenos Aires,Fahrenheit,37.12
LOC-2662,Nakajah,Celsius,-20.52
LOC-1574,Chuanbu,Celsius,-47.39
LOC-5133,Thoeng,Kelvin,25.45
LOC-5981,Dassun,Celsius,-13.72
LOC-9148,Desa Borogojol,Fahrenheit,13.59
,Novokizhinginsk,Kelvin,47.22
LOC-9784,Santa Rosa de Copán,Celsius,-23.0
LOC-6765,Huangbizhuang,Celsius,15.51
LOC-2593,,Celsius,
LOC-4539,Noginsk,Celsius,34.67
LOC-5127,Sidem,Fahrenheit,11.24
LOC-5388,Zhaxi,Celsius,13.86
LOC-5347,Litvínovice,Fahrenheit,-24.56
LOC-8306,Cimanggu,Fahrenheit,-35.76
LOC-3252,Shahrīār,Fahrenheit,1.1
LOC-8397,Progreso,Fahrenheit,-24.33
LOC-3574,Balakhninskiy,Fahrenheit,-3.54
LOC-6697,Il’ichëvo,Celsius,41.6
LOC-3941,Dongxi,Celsius,-14.31
LOC-5781,Zhangshi,Celsius,-39.58
LOC-6898,Puszczykowo,Celsius,-11.98
LOC-3737,Sandvika,Celsius,40.87
LOC-4781,Waxi,Celsius,-43.64
LOC-3805,Xixiang,Fahrenheit,-32.55
LOC-0726,Kopen,Kelvin,0.68
LOC-0622,Dumandesa,Fahrenheit,-10.96
LOC-9874,Glyadyanskoye,Kelvin,30.64
LOC-6393,,Celsius,7.98
LOC-4755,Ravne na Koroškem,Kelvin,40.75
LOC-7744,,Celsius,28.62
LOC-4523,Hutang,Fahrenheit,-14.88
LOC-2749,Imtarfa,Fahrenheit,
LOC-4168,Porsgrunn,Kelvin,24.29
LOC-8389,Sicheng,Kelvin,48.96
LOC-7137,Chengkou,Kelvin,2.2
,Huazhou,Kelvin,6.14
LOC-9148,Otaniemi,Kelvin,-48.77
LOC-4611,Chengxi,,33.54
LOC-1001,Paombong,Celsius,-34.43
LOC-0869,Madrid,Celsius,4.22
LOC-3081,Larvik,Fahrenheit,37.68
LOC-8769,Cotuí,Kelvin,-43.03
LOC-9673,,Fahrenheit,-10.81
LOC-2940,,Kelvin,-22.24
LOC-4655,La Concepción,Fahrenheit,33.68
LOC-9563,Pengbu,Kelvin,-16.06
,El Refugio,Kelvin,-48.54
LOC-1518,Quirinópolis,Fahrenheit,-17.59
LOC-1166,Dhībīn,Fahrenheit,-20.21
LOC-0083,San Carlos,Kelvin,28.43
LOC-3294,Deshan,Kelvin,31.3
LOC-8335,Mutang,Fahrenheit,17.11
LOC-1547,Kiszkowo,Fahrenheit,-8.8
LOC-3223,Ait Ali,Fahrenheit,-36.39
LOC-4904,,Fahrenheit,-41.79
LOC-1559,Mulanje,Fahrenheit,1.69
LOC-9403,Raszczyce,Fahrenheit,-1.57
LOC-2916,Óbidos,Kelvin,
LOC-6128,Alpiarça,Celsius,13.12
LOC-0005,Yongfeng,Fahrenheit,-4.94
LOC-2858,Daming,Celsius,-18.12
LOC-4656,Etinan,Kelvin,-39.19
LOC-5106,Konongo,Fahrenheit,-27.72
LOC-7118,,Celsius,-1.05
LOC-0866,Quiaios,Celsius,44.15
LOC-7506,Dmitrov,Fahrenheit,14.98
LOC-2171,Cliza,Fahrenheit,-43.45
LOC-4136,Brasília de Minas,Kelvin,-5.82
LOC-0528,Bajomulyo,Fahrenheit,22.0
LOC-8118,Jablanovec,Fahrenheit,-20.26
LOC-5642,Coihaique,Kelvin,24.69
LOC-9720,Anabar,,
LOC-2637,Krajan Ngerdani,Fahrenheit,-30.93
LOC-0883,Lincha,,12.14
LOC-7127,El Paso,Fahrenheit,-28.82
LOC-2931,Pittsburgh,Kelvin,-48.86
LOC-5616,Vilémov,Fahrenheit,-16.64
LOC-9550,Labuhanjambu,,-5.43
LOC-3894,Rongxing,Celsius,34.38
LOC-5669,Daireaux,Celsius,10.35
LOC-2899,Talin Hiag,Kelvin,-37.66
LOC-7398,Pira,Celsius,-38.28
LOC-6347,Guayabal,Kelvin,1.57
LOC-6678,København,Fahrenheit,27.84
,,Celsius,44.15
